longitude,latitude
103.872982915975,1.35079996605281
103.857019660094,1.29716395017994
103.855413485151,1.29623768823747
103.855608532142,1.30000940881871
103.931488896146,1.32447984048129
103.889218870902,1.30860413752991
103.887316843115,1.31916049834381
103.895228197003,1.39070376751193
103.835130331154,1.42878117507618
103.785048158462,1.43651646129545
103.769567804226,1.4437301048147
103.801249097842,1.44095507440748
103.834417659548,1.43028265192389
103.820344204285,1.44939397923105
103.902206164146,1.40550803602075
103.829205483102,1.37191550686457
103.895575741126,1.39251294484669
103.90269183469,1.40487799979693
103.824431603356,1.44177330631747
103.790504374369,1.40472408659492
103.8013620149,1.28643009128598
103.783722064331,1.2982920209205
103.798007045085,1.30240889880013
103.850268644468,1.29843731805711
103.803513206872,1.28819850640042
103.849255177629,1.29883906760202
103.82512533799,1.29334803976322
103.720514580398,1.34438013664954
103.89524460193,1.31725129514809
103.849689598954,1.30055929764133
103.732005922713,1.34298121246011
103.912428393473,1.32075659589492
103.845233591637,1.30054238158411
103.847482779686,1.2991695765864
103.844897557362,1.29815276760291
103.843952897608,1.29701855173758
103.765095827462,1.31478309069473
103.852426257704,1.30156985470773
103.706623602546,1.33829836763775
103.853047003716,1.30344804763395
103.850958035546,1.30294684167146
103.852669234665,1.29999408802906
103.787210489864,1.43724066339134
103.850405223987,1.29618030480831
103.849155884718,1.29770899462838
103.849319274261,1.29746231944478
103.852593234785,1.29572335827482
103.740593011945,1.33354842332282
103.820099996285,1.3073054178357
103.806405933757,1.29452122945403
103.773689145255,1.43241744962335
103.924013556239,1.33809963085823
103.835903782528,1.3046418198392
103.835487279507,1.30436251735672
103.836183172256,1.303792885995
103.986871403633,1.38963198706862
103.837679949951,1.30309955255113
103.833800509717,1.30419408708464
103.833348355774,1.3074080067596
103.835594566939,1.30716132419704
103.836823485376,1.30157395202463
103.83441437542,1.30230535960629
103.829093966643,1.30719206804144
103.880657258506,1.34225424543018
103.847482624814,1.27737387739635
103.84890080592,1.27743521110542
103.84984287629,1.27905252389613
103.849394650034,1.27962397773776
103.848501793488,1.27813835922894
103.855560059163,1.27664231947893
103.845087402191,1.2783688648082
103.843737072626,1.27787730214738
103.843165313051,1.27784393236137
103.844215379522,1.27875755503226
103.847052001533,1.27466733662054
103.846128972146,1.27570136618495
103.844904054241,1.27370385357303
103.842683370642,1.27417995494083
103.843317281312,1.27505224129205
103.84380157804,1.27344843070304
103.795443671374,1.31005495010848
103.795550056599,1.30763003205369
103.707067939512,1.32098062894893
103.795933352928,1.33133248892408
103.788004370727,1.31176894715261
103.77930933268,1.31129435128594
103.725059292891,1.35015209040986
103.777932195686,1.3115607021875
103.778894290499,1.33867242225498
103.807311883973,1.31737466893223
103.827846438586,1.28665079659078
103.834085654148,1.27818104781565
103.845265135036,1.29168534875027
103.849821548306,1.28202698118912
103.84883854916,1.28264978211637
103.877026783753,1.3038016527015
103.839462563748,1.33774653955476
103.844358266128,1.28126053659933
103.847445944067,1.28140897768475
103.847510223867,1.31055921876698
103.845270402484,1.28239093815433
103.846251189423,1.28247899091206
103.844046135487,1.28287237019216
103.851465473091,1.28162276266261
103.848946287147,1.28184782580222
103.84875808814,1.28022560504651
103.847973162739,1.27893906160004
103.819213377557,1.27155034365993
103.721759538279,1.34425552634486
103.846320896984,1.32169606626558
103.781181850108,1.28429808804506
103.781400571723,1.28355032211293
103.841565863546,1.32512653371208
103.844052492168,1.3172544131326
103.843572413725,1.31962930185262
103.819102634273,1.44804822209802
103.948699394664,1.3723895420745
103.922611461333,1.30818815379332
103.844051958326,1.28429452535411
103.856078809023,1.30363754993363
103.843773680124,1.28597754921914
103.908916964945,1.30482362463441
103.84327363262,1.28345291308259
103.848140265007,1.28896389350708
103.847481756514,1.28843046072983
103.842152244741,1.28863630416898
103.846230414881,1.2888054203318
103.844040018509,1.28920456847911
103.847426788021,1.28677772260833
103.844637511657,1.29214579116345
103.848893782103,1.28796907499702
103.847616387039,1.28491188011372
103.849251203529,1.28547348415928
103.848810176953,1.28688656715046
103.846673278258,1.28346964198211
103.852107912258,1.2851919066397
103.851198093634,1.28823316772359
103.851238932314,1.28345131750286
103.853145027299,1.28414353251485
103.852736816123,1.28420476348229
103.850273494163,1.28441342082218
103.853847746302,1.28581425211972
103.826886684682,1.3064691981424
103.852748459853,1.29353055985791
103.853766300823,1.2942598191738
103.901308389456,1.30379502081566
103.832675520587,1.28473835932408
103.850347760787,1.29194380549074
103.851396302339,1.29098084673617
103.849474752726,1.29181937276629
103.805363122806,1.29524408892448
103.798993839899,1.30211711854606
103.834748899888,1.28886465021476
103.863376565914,1.3183367007062
103.88495496341,1.38331579793032
103.862869643123,1.30789598526578
103.86261868194,1.30674731270843
103.854955983417,1.32274750884811
103.850801268324,1.32469192358914
103.861400814012,1.30331734722192
103.863538432656,1.29980297396355
103.864948822835,1.30293687878605
103.743764842233,1.38427259432753
103.856029699608,1.31086669177106
103.854886638001,1.31101921191935
103.851617919196,1.30525214864208
103.849998006774,1.30693959587788
103.849445461534,1.30555130423848
103.837586460423,1.31220051769694
103.83775535579,1.31192314627586
103.835789753436,1.31629199000815
103.853220659274,1.31249149878088
103.853590891913,1.3126297588214
103.821522969964,1.26590142488275
103.820604710673,1.26463033181162
103.820249552265,1.27616897174314
103.938959190342,1.31217165966155
103.814425089796,1.32146820183483
103.949600935986,1.37270106335415
103.946055161682,1.32671150642353
103.945782780731,1.32733358635078
103.835803737481,1.30202307273816
103.832870253636,1.30376588043045
103.842393209281,1.29980452525872
103.840962756386,1.30258027045486
103.839766933067,1.30116046171733
103.839974802639,1.30268271893416
103.842088725031,1.30097614183073
103.840410613964,1.30034366767474
103.843247969896,1.27587170703981
103.893186157785,1.38265239389281
103.892923925232,1.38249429199095
103.868610303536,1.33262643157861
103.869374634042,1.33162163171629
103.852176742375,1.28112786697263
103.720166953317,1.34465148616585
103.925469405555,1.33112556922474
103.850723114803,1.28043711132422
103.843841332424,1.27880263982579
103.986763221536,1.35508020832295
103.844370878099,1.38211437340324
103.849392502434,1.36992447367304
103.870660624534,1.35328869380072
103.742555516401,1.3332864688995
103.742378763367,1.33338467190597
103.849136820373,1.350751623661
103.847756243654,1.35149870857648
103.848153531773,1.35176533834134
103.849731417352,1.33119691076016
103.846100275485,1.34106777092027
103.84688207576,1.33364326343025
103.850370826385,1.33420057999836
103.831082747774,1.35496651527274
103.861921756808,1.3197871438155
103.790497651734,1.30666833436119
103.761265291548,1.42186288905248
103.830426960796,1.30514643934732
103.817380531384,1.28904925399953
103.824155331603,1.30521700403034
103.822639559235,1.29991929595975
103.816878439828,1.28285624960754
