longitude,latitude
103.850407276275,1.29112544910464
103.852906624599,1.2944757611235
103.848185471178,1.29435646928139
103.841696654168,1.28175441923505
103.840639419463,1.28038085218776
103.839130335372,1.28125493753887
103.841832426987,1.27886665476132
103.840902458383,1.28203977006202
103.844699362601,1.28739548921377
103.884508529308,1.35986419564805
103.8419793196,1.2840205021155
103.874121633594,1.3494324901599
103.914915591492,1.30517059311899
103.844821469904,1.28553688867579
103.904735710715,1.30201934129205
103.929670667767,1.30549202565154
103.843199238581,1.28540490086828
103.89307870734,1.31894513974117
103.892920720311,1.37148195599556
103.884620191143,1.35955688159498
103.864617044327,1.3515121525431
103.706985670073,1.33898883090881
103.678472211052,1.32758319630616
103.696928115148,1.33742799929719
103.697628395364,1.33775966226364
103.875787559293,1.30132909271697
103.894049892901,1.31467187343024
103.883156178259,1.31601299997146
103.870521086076,1.33902458277221
103.894592551137,1.31646081889609
103.962068794848,1.3346661735856
103.990284706987,1.36114608181775
103.988541379591,1.35582439289044
103.824906137302,1.27413178439526
103.707114235379,1.33817984494034
103.856424176322,1.29893243243606
103.877009364373,1.35474867238954
103.855461791157,1.29844318944165
103.856686628417,1.29237922991947
103.859847473923,1.29153065269915
103.85865626898,1.29534702995305
103.859507617428,1.29498128502244
103.857872556488,1.29161937347169
103.844490447733,1.29107189409595
103.860595017621,1.29283496469241
103.856291387945,1.28982162210914
103.856945313496,1.29280372329888
103.851376564056,1.29266392095121
103.853718463305,1.29333906354854
103.849281484886,1.29420695283088
103.793001910093,1.31018609423959
103.775761749715,1.34323016912614
103.809423382939,1.27348368414896
103.751503199305,1.35881140906586
103.985117442977,1.3394746543793
103.929551068549,1.32363488257075
103.874273039447,1.35068021177961
103.894308562833,1.31471680295356
103.988343200501,1.3143707178927
103.952831711199,1.34246309824871
103.747523271891,1.3971570755791
103.833057754201,1.41709038337595
103.895998104293,1.39265834120381
103.762255765277,1.42561427476294
103.852182819819,1.29807285037924
103.839350784556,1.34941741692061
103.852736813672,1.29730959597766
